"id","cos_sim_1yr","cos_sim_2yr"
"930036",0.208012573584461,0.190692517849118
"930085",0.049029033784546,0.134839972492648
"932031",0.0693375245281536,0.190692517849118
"932117",0.0800640769025436,0.110096376512636
"932853",0.15191090506255,0.208893187146837
"934380",0.0741249316661101,0.101929438287525
"934872",0.104828483672192,0.108112495523467
"935677",0.175411603861406,0.120604537831105
"937748",0,0.0426401432711221
"938028",0.280224269158902,0.27524094128159
"938068",0.118262479197817,0.203278907045435
"938207",0,0
"938400",0.261488180184245,0.314626602482846
"938508",0.0899842541331695,0.154672056222436
"939405",0.177393718796725,0.203278907045435
"939465",0.0741249316661101,0.101929438287525
"942280",0.0524142418360959,0.0720749970156447
"942874",0,0.0747957592006766
"926596",0.0533001790889026,0.078086880944303
"928546",0.116774841624228,0.17107978455366
"941882",0.0870388279778489,0.0637576713063338
"941951",0.10969086361907,0.160701475201674
"941960",0.0454545454545455,0.099889073731804
"942291",0.120873444603807,0.118056267220191
"942420",0,0.16564728911227
"942960",0.194624736040381,0.25661967683049
"943273",0.143019388386839,0.174607573942395
"943494",0.0787295821622217,0.115341967216319
"943732",0.155699788832305,0.11405318970244
"943951",0.056980288229819,0.125217580669452
"945943",0.168549965615811,0.148159439497438
"946162",0,0.0987729596649589
"946208",0.150755672288882,0.110431526074847
"946617",0,0.127515342612668
"950878",0.164487923739942,0.12049067317797
"951897",0.103757169579911,0.101338918387628
"939462",0.215018317155373,0.209381421597392
"942937",0.146301433995163,0.186500961648063
"943679",0.185058302549401,0.147441956154897
"943806",0.33161658372237,0.373001923296126
"944924",0.160675602081711,0.237743010686823
"945905",0.216718093149231,0.172666338920686
"946788",0.165521177720474,0.175834792905543
"952337",0.358363861925622,0.380693493813441
"952370",0.140506738033148,0.255877208402881
"952373",0.234777934245,0.316554954687925
"955120",0.195847298637386,0.178329028024113
"956191",0.135147475679897,0.16151457061745
"958890",0.0827605888602368,0.131876094679157
"958956",0.287543070882476,0.281962950740097
"959216",0.199068279841714,0.193849528633816
"959272",0.136548005062152,0.155417468040052
"960116",0.24828176658071,0.219793491131929
"960216",0.406005151012154,0.391578004149024
"960443",0.238909241283748,0.228416096288064
"978268",0.156054862928174,0.233126202060079
"606544",0.119522860933439,0.115235119609119
"939336",0.0465242105199235,0.192236612027198
"952493",0.193046835626336,0.292476656429843
"960403",0.0890870806374748,0.202457797803885
"960494",0.109108945117996,0.157792186066801
"960554",0.138013111868471,0.19959308197927
"961686",0.243975018237133,0.322591135418205
"975240",0,0.0956365069595008
"976418",0.133630620956212,0.276078815187117
"976803",0,0.0570265948512201
"980491",0.0427960492510913,0.141465571137948
"981379",0.102868899974728,0.17002045681689
"988809",0.119522860933439,0.164621599441598
"989150",0.0445435403187374,0.110431526074847
"991065",0.077151674981046,0.159394178265835
"997056",0.278886675511359,0.230470239218238
"997663",0.116642368703961,0.168686942449158
"997755",0.174963553055941,0.265079480991534
"531290",0.129897183329411,0.143267063765313
"609595",0.226922807546685,0.253060089439238
"611664",0.0862439361864103,0.133169028485543
"611671",0.160706086633306,0.173702083444913
"612247",0.104972776216296,0.0810440898473108
"614909",0.0343604066372025,0.0795837163615937
"615288",0.226922807546685,0.253060089439238
"618245",0.104972776216296,0.141827157232794
"625933",0.170075335762452,0.187580618371032
"626268",0.176495516980755,0.253060089439238
"631685",0.109640488937369,0.105809738922621
"631936",0.272727272727273,0.315838082854619
"632145",0.218181818181818,0.224595970029951
"632513",0,0
"632874",0.148453923805041,0.143267063765313
"632899",0,0
"944089",0.0548202444686843,0.0423238955690485
"955480",0.128564869306645,0.0992583333970931
"988768",0.0909090909090909,0.140372481268719
