"id","cos_sim_1yr","cos_sim_2yr"
"930036",0.338061701891407,0.239045721866879
"930085",0,0
"932031",0.428571428571429,0.404061017820884
"932117",0.218217890235992,0.308606699924184
"932853",0,0
"934380",0.188982236504614,0.267261241912424
"935677",0,0
"937748",0.142857142857143,0.303045763365663
"938028",0.154303349962092,0.109108945117996
"938068",0,0.267261241912424
"938207",0,0
"938400",0.188982236504614,0.267261241912424
"938508",0,0.218217890235992
"939405",0,0.133630620956212
"939465",0.285714285714286,0.404061017820884
"942280",0,0.188982236504614
"942874",0.188982236504614,0.267261241912424
"926596",0,0
"928546",0,0.196116135138184
"941882",0.471404520791032,0.320256307610174
"941951",0,0
"941960",0,0
"942291",0,0
"942420",0,0.138675049056307
"942960",0,0.11322770341446
"943273",0,0
"943494",0.210818510677892,0.21483446221183
"943732",0.166666666666667,0.226455406828919
"943951",0.235702260395516,0.160128153805087
"945943",0,0.196116135138184
"946162",0,0
"946208",0,0
"946617",0.408248290463863,0.277350098112615
"950878",0.182574185835055,0.248069469178417
"951897",0.204124145231932,0.138675049056307
"939462",0.153392997769474,0.263752189358315
"942937",0.121267812518166,0.104257207028537
"943679",0.0857492925712544,0.0737209780774486
"943806",0.320844473959874,0.31524416249564
"944924",0.280056016805602,0.300964632714423
"945905",0.129640744710433,0.222911285030141
"946788",0.18190171877725,0.208514414057075
"952337",0.121267812518166,0.104257207028537
"952370",0.140028008402801,0.180578779628654
"952373",0.0990147542976674,0.0851256530758749
"955120",0.137504774554232,0.118216560935865
"956191",0.257247877713763,0.221162934232346
"958890",0.171498585142509,0.147441956154897
"958956",0.194461117065649,0.278639106287677
"959216",0.198029508595335,0.255376959227625
"959272",0.383482494423685,0.395628284037472
"960116",0.153392997769474,0.197814142018736
"960216",0.27116307227332,0.373001923296126
"960443",0.490098029409803,0.481543412343077
"978268",0.247536885744169,0.3405026123035
"606544",0,0.043355498476206
"939336",0.150755672288882,0.243332131696144
"952493",0,0.0811107105653813
"960403",0.150755672288882,0.202776776413453
"960494",0.174077655955698,0.187317162316339
"960554",0.21320071635561,0.229415733870562
"961686",0.0870388279778489,0.187317162316339
"975240",0.286038776773678,0.359092423229804
"976418",0,0.0811107105653813
"976803",0,0.162221421130763
"980491",0.492365963917331,0.463586324972765
"981379",0,0.102597835208515
"988809",0.123091490979333,0.198679853559757
"989150",0,0.114707866935281
"991065",0.0870388279778489,0.187317162316339
"997056",0.369274472937998,0.331133089266261
"997663",0.0870388279778489,0.234146452895424
"997755",0,0.187317162316339
"531290",0.106298800690547,0.115214305896385
"609595",0.31889640207164,0.268833380424899
"611664",0,0
"611671",0.300658411201132,0.325875267956141
"614909",0.0920574617898323,0.0665190105237739
"615288",0.407555756817707,0.378632845720504
"618245",0.184114923579665,0.133038021047548
"625933",0.0582222509739582,0.126210948573501
"626268",0.260377821961648,0.219501535956173
"631685",0.375823014001414,0.488812901934212
"631936",0.276172385369497,0.33259505261887
"632145",0.150329205600566,0.108625089318714
"632874",0.368229847159329,0.399114063142644
"632899",0,0
"944089",0.195283366471236,0.14110813025754
"955480",0.147620349391537,0.106667720180217
"988768",0.138086192684749,0.0997785157856609
"991428",0.390566732942472,0.313573622794532
"996489",0.276172385369497,0.199557031571322
"996557",0.0531494003452734,0.0384047686321284
"997308",0.184114923579665,0.199557031571322
"999483",0.0920574617898323,0.133038021047548
"605975",0.0821994936526786,0.0857492925712544
"605993",0.604040449692622,0.525105031510504
"633400",0.464990554975277,0.363803437554499
"636040",0.198272638838644,0.206835075998008
