"id","cos_sim_1yr","cos_sim_2yr"
"930036",0.301558778125541,0.275460015502278
"930085",0.118730435439105,0.153644255919475
"932031",0.30847071987796,0.325257359220012
"932117",0.209887740080557,0.217285790502044
"932853",0.148413044298881,0.166447943912765
"934380",0.200120108108114,0.207173872418355
"934872",0.239921671016191,0.236550806705463
"935677",0.135481953650851,0.116881145553046
"937748",0.193171857876101,0.208313242361366
"938028",0.242357486470223,0.240445851805085
"938068",0.147266980473505,0.206453265461392
"938207",0.0200120108108114,0.0172644893681962
"938400",0.39415703095517,0.428748337153652
"938508",0.265489324639989,0.286299167156934
"939405",0.239921671016191,0.251335232124555
"939465",0.342745244308844,0.354826210058195
"942280",0.0663723311599973,0.0858897501470802
"942874",0.243629712988332,0.262726134159355
"926596",0.305613728314024,0.329055321977476
"928546",0.35319906621894,0.372728016785222
"941882",0.352892336620293,0.38859582011313
"941951",0.224116734096951,0.249284334831421
"941960",0.216923221536989,0.207713202970824
"942282",0.141156934648117,0.168391522049023
"942291",0.211735401972176,0.213727701062222
"942420",0.174672794977083,0.219822991634194
"942960",0.33141832643712,0.359156356745366
"943273",0.414983554244674,0.429273952806371
"943494",0.183368236988414,0.220616636325808
"943732",0.2761819386976,0.272263689790842
"943951",0.334783065761692,0.327692768207617
"945943",0.278376526166251,0.259593242625535
"946162",0.226747302267463,0.254584051561923
"946208",0.158474462457336,0.190372295091106
"946617",0.347200151505554,0.370742045672635
"950878",0.266761532079368,0.274167440143609
"951897",0.157997487824089,0.160174553960436
"939462",0.371761197822457,0.442330874682412
"942937",0.177340439408589,0.218001725853828
"943679",0.232495277487638,0.230951655547332
"943806",0.444815650092086,0.48276447823785
"944924",0.2294559928397,0.29669220236426
"945905",0.281828546154092,0.307953120682508
"946788",0.264363518451525,0.288869142649738
"952337",0.309127555484537,0.358254334167961
"952370",0.250409165576562,0.332254396122639
"952373",0.309324014071565,0.360530482750253
"955120",0.262711246461203,0.297896303357543
"956191",0.177340439408589,0.205890518861949
"958890",0.221983218457047,0.217027662745873
"958956",0.365421321529538,0.423252350184088
"959216",0.187019123683145,0.204355178180009
"959272",0.22431988391449,0.256603295364237
"960116",0.297924845823932,0.339903618859344
"960216",0.434619775084325,0.47107769148957
"960443",0.322193038112796,0.329491365834858
"978268",0.266428858439428,0.25050370964157
"606544",0.243656510519606,0.233919809761572
"939336",0.261292497761377,0.305383886283455
"952493",0.238900606242106,0.289402202274741
"960403",0.420757316253707,0.422892827778857
"960494",0.235963225261791,0.230299863796815
"960554",0.245369406901855,0.288822263534419
