"id","wordtype_all_pct_95p_mc_75score_1yr","wordtype_all_pct_95p_mc_75score_2yr","wordtype_all_pct_95p_mc_90score_1yr","wordtype_all_pct_95p_mc_90score_2yr","wordtype_all_pct_95p_mc_allscore_1yr","wordtype_all_pct_95p_mc_allscore_2yr","wordtype_all_pct_99p_mc_75score_1yr","wordtype_all_pct_99p_mc_75score_2yr","wordtype_all_pct_99p_mc_90score_1yr","wordtype_all_pct_99p_mc_90score_2yr","wordtype_all_pct_99p_mc_allscore_1yr","wordtype_all_pct_99p_mc_allscore_2yr","wordtype_all_pct_full_mc_75score_1yr","wordtype_all_pct_full_mc_75score_2yr","wordtype_all_pct_full_mc_90score_1yr","wordtype_all_pct_full_mc_90score_2yr","wordtype_all_pct_full_mc_allscore_1yr","wordtype_all_pct_full_mc_allscore_2yr","wordtype_mech_pct_95p_mc_75score_1yr","wordtype_mech_pct_95p_mc_75score_2yr","wordtype_mech_pct_95p_mc_90score_1yr","wordtype_mech_pct_95p_mc_90score_2yr","wordtype_mech_pct_95p_mc_allscore_1yr","wordtype_mech_pct_95p_mc_allscore_2yr","wordtype_mech_pct_99p_mc_75score_1yr","wordtype_mech_pct_99p_mc_75score_2yr","wordtype_mech_pct_99p_mc_90score_1yr","wordtype_mech_pct_99p_mc_90score_2yr","wordtype_mech_pct_99p_mc_allscore_1yr","wordtype_mech_pct_99p_mc_allscore_2yr","wordtype_mech_pct_full_mc_75score_1yr","wordtype_mech_pct_full_mc_75score_2yr","wordtype_mech_pct_full_mc_90score_1yr","wordtype_mech_pct_full_mc_90score_2yr","wordtype_mech_pct_full_mc_allscore_1yr","wordtype_mech_pct_full_mc_allscore_2yr","wordtype_wm_pct_95p_mc_75score_1yr","wordtype_wm_pct_95p_mc_75score_2yr","wordtype_wm_pct_95p_mc_90score_1yr","wordtype_wm_pct_95p_mc_90score_2yr","wordtype_wm_pct_95p_mc_allscore_1yr","wordtype_wm_pct_95p_mc_allscore_2yr","wordtype_wm_pct_99p_mc_75score_1yr","wordtype_wm_pct_99p_mc_75score_2yr","wordtype_wm_pct_99p_mc_90score_1yr","wordtype_wm_pct_99p_mc_90score_2yr","wordtype_wm_pct_99p_mc_allscore_1yr","wordtype_wm_pct_99p_mc_allscore_2yr","wordtype_wm_pct_full_mc_75score_1yr","wordtype_wm_pct_full_mc_75score_2yr","wordtype_wm_pct_full_mc_90score_1yr","wordtype_wm_pct_full_mc_90score_2yr","wordtype_wm_pct_full_mc_allscore_1yr","wordtype_wm_pct_full_mc_allscore_2yr","wordtype_world_pct_95p_mc_75score_1yr","wordtype_world_pct_95p_mc_75score_2yr","wordtype_world_pct_95p_mc_90score_1yr","wordtype_world_pct_95p_mc_90score_2yr","wordtype_world_pct_95p_mc_allscore_1yr","wordtype_world_pct_95p_mc_allscore_2yr","wordtype_world_pct_99p_mc_75score_1yr","wordtype_world_pct_99p_mc_75score_2yr","wordtype_world_pct_99p_mc_90score_1yr","wordtype_world_pct_99p_mc_90score_2yr","wordtype_world_pct_99p_mc_allscore_1yr","wordtype_world_pct_99p_mc_allscore_2yr","wordtype_world_pct_full_mc_75score_1yr","wordtype_world_pct_full_mc_75score_2yr","wordtype_world_pct_full_mc_90score_1yr","wordtype_world_pct_full_mc_90score_2yr","wordtype_world_pct_full_mc_allscore_1yr","wordtype_world_pct_full_mc_allscore_2yr"
531290,0.0796162194123102,0.0692312812983531,NA,NA,0.0936642870024683,0.111425908395396,0.131306432859723,0.133014000460361,NA,NA,0.170542217528157,0.206359086243989,0.122178562499719,0.125957559452492,NA,NA,0.163217510307913,0.207200667416141,0.0601929265428846,0.0471404520791032,NA,NA,0.121716123890037,0.18705520049741,0.106298800690547,0.115214305896385,NA,NA,0.217250178637427,0.292288926470826,0.103695169473043,0.112272178284768,NA,NA,0.213961878063976,0.288538806306409,0.0893980312535348,0.0656002204171109,NA,NA,0.112303380169143,0.115434351666225,0.156622436204758,0.149440644416015,NA,NA,0.199540341874835,0.22785958422291,0.14316407166955,0.139403007071465,NA,NA,0.189097169794188,0.221590434877222,0.0933859209547035,0.0907218423253029,NA,NA,0.098367399780885,0.121072118715358,0.148166814833556,0.158910431540932,NA,NA,0.178706820643508,0.225723474535817,0.129897183329411,0.143267063765313,NA,NA,0.164329606003552,0.225130489164058
603731,0.301931764969628,0.378479315573816,NA,NA,0.405949515226532,0.431729883886549,0.257247877713763,0.325928685753067,NA,NA,0.361857145928343,0.386263475614391,0.240192230707631,0.309609412269202,NA,NA,0.348424863141692,0.375724808952006,0.202030508910442,0.254493299279644,NA,NA,0.256776295506548,0.236227795630767,0.149071198499986,0.193746064573032,NA,NA,0.242390176372555,0.214820805887739,0.135457092295719,0.182818106031783,NA,NA,0.234640533103897,0.210144197972739,0.249840713586887,0.317783248919583,NA,NA,0.325591178296672,0.34620536683935,0.221031585598215,0.261693355518009,NA,NA,0.294847564476514,0.298943736827535,0.205874005061991,0.24705231608892,NA,NA,0.283325150883068,0.28976893202349,0.247016090877785,0.301025949020868,NA,NA,0.356528646894381,0.411897788370727,0.189736659610103,0.250640205913801,NA,NA,0.30787453590354,0.366972218138719,0.176166065854411,0.233658084128394,NA,NA,0.291420126314624,0.351738976792804
603732,NA,NA,NA,NA,0,0.0615457454896664,NA,NA,NA,NA,0.0710669054518702,0.164121987972444,NA,NA,NA,NA,0.056980288229819,0.140199927446556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.188982236504614,NA,NA,NA,NA,0,0.171498585142509,NA,NA,NA,NA,0,0.0629940788348712,NA,NA,NA,NA,0.0727392967453308,0.167984210226323,NA,NA,NA,NA,0.0583211843519804,0.149696237713024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11322770341446,0.153846153846154,NA,NA,NA,NA,0.0877058019307029,0.118262479197817
604077,0.219381727238139,0.252262489554756,NA,NA,0.301511344577764,0.310228878227684,0.295789546658614,0.312705241997642,NA,NA,0.37645032617172,0.385879283347285,0.278524249529116,0.299183036802706,NA,NA,0.359795424511929,0.375365079706113,0.278543007265578,0.220970869120796,NA,NA,0.271652683997216,0.229953469745098,0.218797487246842,0.315838082854618,NA,NA,0.25615775978928,0.284512102666788,0.204124145231932,0.29736837020479,NA,NA,0.246932399162397,0.278543007265578,0.282842712474619,0.288841758062999,NA,NA,0.298009977541075,0.309582919681328,0.238499523001431,0.297841698590635,NA,NA,0.27316287460954,0.310739422610078,0.21957751641342,0.283264411443532,NA,NA,0.258737624875347,0.301380043033208,0.256776295506548,0.277792998060947,NA,NA,0.274985970461435,0.30538577830073,0.256600119639834,0.253836541283405,NA,NA,0.292758436896649,0.305847078495699,0.2375655483666,0.241121411085206,NA,NA,0.272375191537452,0.292695805814614
604137,0.278004296744058,0.277212303953374,0.0808452083454443,0.261364105121419,0.304223340459336,0.286088100298713,0.358587950752519,0.343621233190094,0.201801838198894,0.393359196918683,0.367260885814772,0.33863425814203,0.350014887528276,0.349434740019954,0.194461117065649,0.385077023107703,0.367921757368673,0.343910842239185,0.169030850945703,0.211666878333651,NA,NA,0.211210003142629,0.207204754712991,0.155230105141267,0.191040179975218,NA,NA,0.193447764065748,0.187112107889995,0.154764646506827,0.190484829439865,0,0.333333333333333,0.191957006445295,0.185940392415991,0.161069538480791,0.196467066706854,0.106600358177805,0.251477845384773,0.198776936318328,0.202431319307788,0.254936491063221,0.250020548226723,0.181818181818182,0.356753034006338,0.274262213726697,0.252358977637484,0.248069469178417,0.257429232959013,0.174077655955698,0.351763235340724,0.268964717704168,0.256176103125576,0.215472901842834,0.225673175106978,0.098058067569092,0.190885428892733,0.213980246255456,0.200557695943836,0.353737457671613,0.345609275945662,0.240192230707631,0.398508385109374,0.341280009232463,0.30924649119772,0.338978477162242,0.352699045397908,0.240192230707631,0.392232270276368,0.341037669603952,0.317498135467331
604138,0.177084400830287,0.214412323285999,NA,NA,0.188982236504614,0.18167165270225,0.182574185835055,0.235235984448482,NA,NA,0.22602651362798,0.227377835929778,0.168005376258062,0.219339840511793,NA,NA,0.222469624339527,0.224479254264213,0.226455406828919,0.280056016805602,NA,NA,0.207019667802706,0.228802157661215,0.174077655955698,0.27524094128159,NA,NA,0.136082763487954,0.161690416690889,0.160128153805087,0.255155181539914,NA,NA,0.125,0.154131424170583,0.202547873416733,0.259690989264478,NA,NA,0.223262522260575,0.222760527803408,0.194183909345154,0.264542338634135,NA,NA,0.257151425429726,0.259998206915101,0.166945140823544,0.234680852249135,NA,NA,0.242630793030985,0.249515302133743,0.151185789203691,0.215979698862416,NA,NA,0.229081064496364,0.221566698014664,0.181568259800641,0.247435829652697,NA,NA,0.337226636716731,0.328354551651559,0.15575223949535,0.214285714285714,NA,NA,0.320713490294909,0.313747509950278
604155,0.172132593164774,0.192153784566105,NA,NA,0.161374306091976,0.191273013919001,0.365148371670111,0.404519917477945,NA,NA,0.341899074536551,0.419516827052525,0.365148371670111,0.416102735884483,NA,NA,0.332900151430592,0.429546744842487,NA,NA,NA,NA,0.632455532033676,0.686802819743445,NA,NA,NA,NA,0.784464540552736,0.9139256619698,NA,NA,NA,NA,0.784464540552736,0.895978670381041,0.144337567297406,0.18490006540841,NA,NA,0.169841555121689,0.206266115169771,0.435194139889245,0.426660092991431,NA,NA,0.41684393392279,0.449977042573257,0.435194139889245,0.442401010887465,NA,NA,0.402139492734998,0.463800723491362,0,0,NA,NA,0,0,0.320256307610174,0.308166775680683,NA,NA,0.269166872049561,0.318729711138673,0.320256307610174,0.327085568397529,NA,NA,0.258838788844373,0.335714713412936
604158,0.0423333756667302,0.075955452531275,NA,NA,0.0848952719956018,0.132036933254962,0.0326860225230307,0.0620173672946042,NA,NA,0.0695048046856916,0.116928680759601,0.0307728727448332,0.0594088525786005,NA,NA,0.0667222917632582,0.112940868999511,0,0,NA,NA,0.0749531688995861,0.0938646508927864,0,0,NA,NA,0.0665190105237739,0.0772667409286256,0,0,NA,NA,0.065094455490412,0.0761386987626881,0.0571661950475029,0.102062072615966,NA,NA,0.11405318970244,0.168502102498101,0.0437688109532408,0.080582296402538,NA,NA,0.0900298273212687,0.129749824026921,0.0400320384512718,0.0756649908457977,NA,NA,0.0845531808580152,0.124053821260798,0.0962250448649376,0.158999682000954,NA,NA,0.136363636363636,0.180020574955774,0.0668153104781061,0.118957737857722,NA,NA,0.0997785157856609,0.152057184253941,0.0597614304667197,0.109985336266015,NA,NA,0.0919709009227449,0.142584601159904
604291,0.279508497187474,0.271448357015318,NA,NA,0.286371032405229,0.304492808977101,0.389249472080762,0.436273506519369,NA,NA,0.44921456117661,0.490777539532294,0.372677996249965,0.446441871723056,NA,NA,0.438998275715715,0.496337142881029,0.471404520791032,0.496563533161421,NA,NA,0.447766735594495,0.506944777064531,0.521286035142687,0.646162342755964,NA,NA,0.623609564462324,0.712051644095882,0.510310363079829,0.627059712862456,NA,NA,0.61394061351492,0.70136644745598,0.301511344577764,0.321633760451338,NA,NA,0.288082979849016,0.334353187662009,0.431021828349518,0.510310363079828,NA,NA,0.476580882473723,0.547967240366379,0.410791918128875,0.489246054790081,NA,NA,0.463600445571754,0.536185990313331,0,0,NA,NA,0,0.0683985568056769,0.276026223736942,0.3038218101251,NA,NA,0.295012206382564,0.326494999611899,0.258198889747161,0.335624311039769,NA,NA,0.282729643226657,0.345056076168937
604347,0.369800130816819,0.412812549692269,NA,NA,0.346687622640768,0.410920350809245,0.457604315322429,0.555225232023058,NA,NA,0.436119491364644,0.558785365957583,0.457604315322429,0.541064150588979,NA,NA,0.424640648454291,0.550139377233733,NA,NA,NA,NA,0.6,0.521246691315683,NA,NA,NA,NA,0.620173672946042,0.680020400918046,NA,NA,NA,NA,0.620173672946042,0.666666666666667,0.288675134594813,0.369800130816819,NA,NA,0.283069258536149,0.375029300308675,0.435194139889245,0.540436117789146,NA,NA,0.41684393392279,0.557114433662128,0.435194139889245,0.525351200428865,NA,NA,0.402139492734998,0.548128127762519,0.188982236504614,0.308606699924184,NA,NA,0.0845154254728517,0.244599795235114,0.436435780471985,0.50395263067897,NA,NA,0.326055658375689,0.466529852763645,0.436435780471985,0.486264539083865,NA,NA,0.313544720667848,0.457502036595793
