"","destroy_devastate_wreck","police","stealth","licensed_content_cultural_products","city","investigate","steal_theft","famous","kill","escape","history","evil","machine","friend","journey","search","change_transform_evolve","monster","boy_man","food","rescue","car","adventure","licensed_content_video_games","challenge","race","solve","time","travel","wild_land_animal","europe","find","mission","team_group_crew_squad","home","all_ages","mini_game","united_states","defend","classic","fight","myth_legend","action","move_special_move","arsenal","ghost","attack","multiplayer"
"622370",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632677",1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652585",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659951",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"659955",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
